hour_local,is_weekend,is_night,local_month,time_since_last_txn_min,txn_count_last_1h,txn_count_last_24h,card_txn_number,client_txn_number,is_first_card_txn,is_early_card_txn,is_new_client,card_age_days,amount_usd_log,amount_ratio_baseline,amount_zscore_customer,amount_vs_card_avg,is_online,is_cnp,pin_used,emv_used,is_international,distance_log,high_distance,mcc_high_risk,has_conversion,tx_declined,approved_int,bank_tier_enc,client_segment_enc,channel_enc,card_brand_enc,DE22_pos_entry_mode_enc,DE25_pos_condition_code_enc,DE39_response_code_enc,DE49_currency_code_transaction_enc,currency_tx_alpha_enc,DE60_pos_terminal_type_enc,is_fraud
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.170175426578219,0.2523502352878972,0.0,0.9999999979047499,0,0,1,1,0,3.0155349008501706,0,0,1,1,1,0,2,3,0,3,0,0,2,0,3,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.759150856860093,0.4842558218022275,0.0,0.9999999988384384,0,0,1,1,0,1.7227665977411035,0,1,1,1,1,0,3,3,2,3,0,0,2,0,3,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,2.265921108622454,0.013636148419374695,0.0,0.9999998842592728,0,1,0,0,1,8.441391477999955,1,1,1,1,1,0,3,2,0,0,3,0,5,2,2,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.186435633899945,0.12337054175367518,0.0,0.9999999943766519,1,1,0,0,0,1.1631508098056809,0,0,1,1,1,0,0,1,2,6,2,0,2,0,1,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.321081649046441,0.060202973266540206,0.0,0.9999999865356135,0,1,0,0,0,1.4816045409242156,0,1,1,1,1,0,2,2,0,0,3,0,2,0,2,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.379436417832829,0.1191902351233031,0.0,0.999999995368226,1,1,0,0,0,4.6913478822291435,0,0,1,1,1,0,3,1,0,6,2,0,2,0,1,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.379398183320189,0.09403606764772579,0.0,0.9999999873080342,0,0,1,1,1,9.334149657702469,1,1,1,1,1,0,3,3,2,3,0,0,5,2,3,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.466793516519938,0.31324340487740043,0.0,0.9999999957573187,1,1,0,0,0,0.9555114450274363,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,2.2710944259026746,0.008788519301368338,0.0,0.9999998849252147,1,1,0,0,0,3.0349529867072724,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.677849092629697,0.1195114847041545,0.0,0.9999999965673486,0,0,1,1,0,4.31748811353631,0,0,1,1,1,0,3,0,2,3,0,0,2,0,0,0
1,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.731009570827239,0.06607028453540383,0.0,0.9999999911039944,0,0,1,1,0,1.7227665977411035,0,0,1,1,1,0,2,3,2,4,0,0,2,0,3,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.1188910242920524,0.6906880687732966,0.0,0.9999999991896796,1,1,0,0,1,8.39049553837028,1,0,1,1,1,0,3,1,2,6,2,0,5,2,1,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.172723039048671,0.2608754913666672,0.0,0.9999999979100922,1,1,0,0,1,8.714895850248494,1,1,1,1,1,0,3,1,0,6,2,0,1,4,1,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.017863020962513,0.2355613051602702,0.0,0.9999999975591897,0,0,1,1,0,0.6418538861723948,0,0,1,1,1,0,0,3,2,4,0,0,2,0,3,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.487174627750384,0.13425105420766364,0.0,0.9999999886195517,1,1,0,0,0,2.7536607123542622,0,0,1,1,1,0,0,1,0,6,2,0,2,0,1,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.3163654461454577,0.03289489980431498,0.0,0.9999999623493989,1,1,0,0,1,8.926251835034533,1,0,1,1,1,0,3,1,2,6,2,0,5,2,1,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.139596892239482,0.596236844097827,0.0,0.9999999992062987,0,1,0,0,0,3.095577608523707,0,0,1,1,1,0,3,2,2,0,3,0,2,0,2,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.688223741123377,0.08958527493010252,0.0,0.9999999907114993,0,0,1,1,0,2.9496883350525844,0,0,1,1,1,0,3,3,0,3,0,0,2,0,3,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.466032770952629,0.10084220712215214,0.0,0.9999999957540762,0,0,1,1,1,8.506334448081361,1,0,1,1,1,0,3,3,2,3,0,0,4,5,3,0
2,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.861992071822581,0.03501699708191691,0.0,0.9999999785223372,1,1,0,0,1,8.247220052745229,1,0,1,1,1,0,0,1,2,6,2,0,5,2,1,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.9290038657653765,0.18865588096125,0.0,0.999999997331768,0,0,1,1,0,0.6931471805599453,0,0,1,1,1,0,2,3,2,3,0,0,2,0,3,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.992663827683464,0.16087501057116507,0.0,0.9999999974967457,0,0,1,1,0,1.8082887711792655,0,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.7321153503118945,0.38102340471004437,0.0,0.9999999988065686,0,0,1,1,0,3.0301337002713233,0,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.364292355471569,0.16892546751616644,0.0,0.999999995297216,1,1,0,0,1,8.451480648050856,1,1,1,1,1,0,0,1,0,6,2,0,3,3,1,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.143293443953964,0.04544588414634146,0.0,0.999999983873569,0,0,0,0,0,2.803360380906535,0,0,1,1,1,0,0,3,0,5,0,0,2,0,3,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.22607809244042,0.9421729052080046,0.0,0.9999999992721025,1,1,0,0,1,8.263848131368906,1,0,1,1,1,0,2,1,2,6,2,0,5,2,1,0
3,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.329310839282338,0.2825736886474808,0.0,0.999999998213552,0,0,1,1,0,6.517671272912275,1,0,1,1,1,0,0,3,0,3,0,0,2,0,3,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.811539466849824,0.025436598329536826,0.0,0.9999999773857988,1,1,0,0,1,7.6362696033793735,1,1,1,1,1,0,3,1,0,6,2,0,0,1,1,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.366583307218125,0.09017787631587855,0.0,0.999999995308028,0,0,1,1,0,1.62924053973028,0,0,1,1,1,0,0,3,0,3,0,0,2,0,3,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.4043426611913405,0.10140399899223562,0.0,0.999999995482676,0,0,1,1,0,3.0819099697950434,0,0,1,1,1,0,0,0,2,3,0,0,2,0,0,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.768626319855453,1.086747874051942,0.0,0.9999999995770276,1,1,0,0,0,5.814130531825066,0,0,1,1,1,0,0,1,2,6,2,0,2,0,1,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.348599108561364,0.039373691754054925,0.0,0.9999999869058532,0,0,1,1,0,1.1314021114911006,0,0,1,1,1,0,3,0,0,3,0,0,2,0,0,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.214668096622264,0.3775924818970801,0.0,0.9999999979961125,0,0,1,1,0,3.2268439945173775,0,1,1,1,1,0,3,3,0,4,0,0,2,0,3,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.162314688661368,0.035967866733421325,0.0,0.9999999841822211,1,1,0,0,0,6.154858094016418,0,1,1,1,1,0,3,1,2,6,2,0,2,0,1,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.33077866765811,0.7072614406052822,0.0,0.9999999993445072,0,0,1,1,0,2.128231705849268,0,1,1,1,1,0,0,3,0,3,0,0,2,0,3,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.318571638764219,0.4287152014368439,0.0,0.9999999981942288,1,1,0,0,0,7.274479558773871,1,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,5.719327685991663,0.17373545530473783,0.0,0.9999999967072769,0,0,1,1,1,8.044626279767337,1,0,1,1,1,0,0,0,2,3,0,0,4,5,0,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.205993199037187,0.012379563264900697,0.0,0.9999999577702721,1,1,0,0,1,8.802071336535285,1,0,1,1,1,0,0,1,2,6,2,0,3,3,1,0
4,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.221850434385534,0.7988251369311082,0.0,0.9999999992690165,1,1,0,0,0,3.2308043957334744,0,0,1,1,1,0,3,1,0,6,2,0,2,0,1,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.953641572576135,0.12428006077523762,0.0,0.9999999928921743,0,0,1,1,0,2.272125885509337,0,0,1,1,1,0,0,3,2,4,0,0,2,0,3,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,4.542869159790712,0.05060700092547226,0.0,0.9999999892426852,1,1,0,0,0,2.653241964607215,0,0,1,1,1,0,0,1,0,6,2,0,2,0,1,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,2.848391685655282,0.007379136014812731,0.0,0.9999999384993887,0,0,0,0,1,9.247347097605278,1,0,1,1,1,0,2,3,2,5,0,0,5,2,3,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,7.745175948698507,1.0600872159742942,0.0,0.9999999995669872,0,1,0,0,1,8.931419805192975,1,0,1,1,1,0,2,2,2,0,3,0,4,5,2,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.201933104137889,0.00952246340232206,0.0,0.9999999575911808,0,0,1,1,0,7.085901464365611,1,0,1,1,1,0,3,3,2,3,0,0,2,0,3,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,3.989724513091998,0.026452546007680416,0.0,0.9999999811463051,0,0,1,1,0,2.5572273113676265,0,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,2.837322536806349,0.015879289730338635,0.0,0.9999999377722503,1,1,0,0,0,7.27655640271871,1,1,1,1,1,0,2,1,0,6,2,0,2,0,1,0
5,0,1,1,-1.0,0,0,1,1,1,1,1,0.0,6.048836826965852,0.34924386414345926,0.0,0.9999999976338082,0,1,0,0,0,3.2108436531709366,0,0,1,1,1,0,0,2,2,0,3,0,2,0,2,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.280657976883691,0.23904300299061565,0.0,0.99999999812432,0,0,1,1,0,2.6946271807700692,0,0,1,1,1,0,3,3,0,3,0,0,2,0,3,1
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.61868557755176,0.6646111195031144,0.0,0.9999999986630301,1,1,0,0,0,3.2347491740244907,0,0,1,1,1,0,0,1,0,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.303929948937459,0.03862681385675427,0.0,0.9999999862994933,0,0,1,1,0,2.3702437414678603,0,0,1,1,1,0,2,0,2,3,0,0,2,0,0,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.699843799590773,0.07708093037737318,0.0,0.9999999908197926,0,0,1,1,0,2.0149030205422647,0,0,1,1,1,0,0,3,0,4,0,0,2,0,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.2103482379784065,0.034784522511947684,0.0,0.9999999849352217,0,0,1,1,1,9.045701550034536,1,0,1,1,1,0,0,3,2,3,0,0,5,2,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.18772094520601,0.17899614986378762,0.0,0.9999999943839156,1,1,0,0,0,2.740840023925201,0,0,1,1,1,0,3,1,0,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.533781589900438,0.08214572371354678,0.0,0.9999999891434156,0,0,1,1,0,2.6878474937846906,0,0,1,1,1,0,3,0,0,3,0,0,2,0,0,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.137461250437751,0.5893744491739954,0.0,0.9999999992046005,0,0,1,1,0,3.2268439945173775,0,1,1,1,1,0,2,3,2,3,0,0,2,0,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.1168850098935765,0.28401850561508574,0.0,0.9999999977898111,1,1,0,0,0,1.1314021114911006,0,0,1,1,1,0,2,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.046195469494807,0.2021202800863818,0.0,0.9999999935245742,0,0,1,0,0,2.772588722239781,0,0,1,1,1,0,3,3,2,1,0,0,2,0,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.124083019936701,0.06816447301295786,0.0,0.9999999940126931,0,0,0,0,0,7.221835825288449,1,0,1,1,1,0,3,3,2,5,0,0,2,0,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.100588065401739,0.5343493945086834,0.0,0.9999999991746995,1,1,0,0,0,3.0726933146901194,0,0,1,1,1,0,3,1,0,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.115942961774596,0.024226332026479853,0.0,0.9999999834190021,1,1,0,0,0,6.313548046277095,1,1,1,1,1,0,3,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.310481755806839,0.29285287782824726,0.0,0.9999999981795343,0,0,1,1,1,9.164819856674374,1,0,1,1,1,0,0,3,2,3,0,0,5,2,3,0
6,0,0,1,590.15,0,1,2,2,0,1,1,0.4098263888888889,6.540640312882445,0.7568741588524286,553.7694462305539,5.013989525848148,0,0,1,1,0,3.139832617527748,0,1,1,1,1,0,0,3,0,3,0,0,2,0,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.687280394556694,0.1302695399880401,0.0,0.9999999965996804,0,0,1,1,1,8.67709870892586,1,0,1,1,1,0,2,3,2,4,0,0,4,5,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.169401505584112,0.27006212164970633,0.0,0.9999999979031243,1,1,0,0,1,9.170247278409738,1,0,1,1,1,0,2,1,0,6,2,0,4,5,1,1
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.41106552623979,0.1748425107280986,0.0,0.9999999955130794,1,1,0,0,1,9.217216675915616,1,0,1,1,1,0,2,1,2,6,2,0,3,3,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.007591564137148,0.8837151593743496,0.0,0.9999999990941946,1,1,0,0,1,9.17585244151751,1,0,1,1,1,0,3,1,2,6,2,0,4,5,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.04709579109903,0.08756316421563073,0.0,0.9999999935304393,1,1,0,0,0,2.9856819377004897,0,1,1,1,1,0,1,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.915665056505029,0.07990204756004012,0.0,0.9999999926150211,1,1,0,0,0,0.7884573603642702,0,0,1,1,1,0,1,1,0,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.693226960716684,0.45732791269264667,0.0,0.9999999966199088,1,1,0,0,0,2.186051276738094,0,0,1,1,1,0,0,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.789531944664912,0.35414945876624787,0.0,0.9999999969311975,1,1,0,0,0,2.9014215940827497,0,0,1,1,1,0,0,1,0,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.083119355208593,1.1691099219402032,0.0,0.9999999991601437,1,1,0,0,0,6.113682179832232,0,0,1,1,1,0,2,1,2,6,2,0,2,0,1,0
6,0,0,1,17.133333333333333,1,1,2,2,0,1,1,0.011898148148148149,2.421256622711544,0.013428440547084615,-144.1698558301442,0.06643786785962658,0,0,1,1,0,2.740840023925201,0,0,1,1,1,0,3,0,2,3,0,0,2,0,0,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.5392390746521745,0.2898686954733719,0.0,0.9999999985523191,1,1,0,0,0,2.5494451709255714,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.817735964732046,0.3346778621991034,0.0,0.9999999970167954,1,1,0,0,1,8.444837529224097,1,0,1,1,1,0,3,1,2,6,2,0,5,2,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.990256500493881,0.8896067692105867,0.0,0.9999999990783409,1,1,0,0,0,6.5337888379333435,1,0,1,1,1,0,0,1,2,6,2,0,2,0,1,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.617028576344131,0.5835345602313132,0.0,0.9999999986608099,0,0,1,0,1,9.378055776380775,1,1,1,1,1,0,3,3,2,1,0,0,4,5,3,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.594748553632066,0.12347959898271349,0.0,0.999999996268796,0,0,1,1,0,2.388762789235098,0,0,1,1,1,0,0,0,0,3,0,0,2,0,0,0
6,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.520374534283375,0.14127578862268933,0.0,0.9999999889952681,1,1,0,0,0,2.5952547069568657,0,0,1,1,1,0,3,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.7928306648217225,0.15202057071648772,0.0,0.9999999969413348,1,1,0,0,0,3.0252910757955354,0,1,1,1,1,0,3,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.198103796512953,0.033013238530215976,0.0,0.9999999847467971,1,1,0,0,0,2.9806186357439426,0,1,1,1,1,0,2,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.677118685300675,0.06595666908288882,0.0,0.9999999906068008,0,1,0,0,0,3.068052935133617,0,1,1,1,1,0,0,2,2,0,3,0,2,0,2,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.669177315962384,0.12777051877661635,0.0,0.9999999905311998,0,0,1,1,0,2.580216829592325,0,1,1,1,1,0,3,3,0,4,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.779207523194349,0.12546647245819023,0.0,0.9999999915261419,1,1,0,0,0,2.9496883350525844,0,1,1,1,1,0,3,1,2,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.081155886911374,0.0657200611349406,0.0,0.9999999937484372,0,0,0,0,1,9.335209354022052,1,0,1,1,1,0,0,3,2,5,0,0,5,2,3,0
7,0,0,1,166.15,0,1,2,2,0,1,1,0.11538194444444444,6.518660443787294,0.30996541535924504,455.2995447004553,3.0567375748442083,0,0,1,1,0,5.697093486505405,0,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
7,0,0,1,530.5333333333333,0,1,2,2,0,1,1,0.36842592592592593,4.889446465305039,0.1339712918660287,-1313.928686071314,0.09121530485249423,1,1,0,0,0,3.0007198150650303,0,1,1,1,1,0,0,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.8817612820160186,0.17963343602217274,0.0,0.9999999972023277,1,1,0,0,0,5.198497031265826,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.758333789260704,0.27070208370833226,0.0,0.9999999968336394,0,0,1,1,0,6.1092475827643655,0,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.758018102797875,0.12864005476125479,0.0,0.9999999968326365,1,1,0,0,0,6.508769136971682,1,1,1,1,1,0,0,1,2,6,2,0,2,0,1,0
7,0,0,1,597.5833333333334,0,1,2,2,0,1,1,0.41498842592592594,4.213607983048918,0.050484377131941593,-102.94989705010298,0.3928044801368063,0,0,1,1,0,2.1972245773362196,0,0,1,1,1,0,2,3,0,3,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.3267781604434035,0.03419703351034609,0.0,0.9999999866131194,0,0,1,1,0,6.284134161070802,1,0,1,1,1,0,3,3,0,3,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.036055430435857,0.3277714932126697,0.0,0.9999999976032978,1,1,0,0,0,3.139832617527748,0,0,1,1,1,0,1,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.14534376152041,0.7597056087729892,0.0,0.9999999978519569,0,1,0,0,0,2.740840023925201,0,1,1,1,1,0,2,3,0,0,1,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.269969331032549,0.165296389990428,0.0,0.9999999948296365,1,1,0,0,0,3.0633909220278057,0,0,1,1,1,0,2,1,0,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.07310918535161,0.0753025485264107,0.0,0.9999999936976115,0,0,0,0,0,2.856470206220483,0,0,1,1,1,0,3,3,2,5,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.112774688540522,0.23448322517862438,0.0,0.9999999977806876,1,1,0,0,0,3.186352633162641,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.506550305126492,0.20828557115079263,0.0,0.9999999959233592,0,1,0,0,0,0.18232155679395465,0,0,1,1,1,0,3,2,2,0,3,0,2,0,2,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.8866594327418555,0.16201563324568008,0.0,0.9999999972160356,1,1,0,0,0,7.10002716662926,1,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.823814830545896,0.15004671441918407,0.0,0.9999999970349286,0,0,1,1,0,7.177782416195197,1,0,1,1,1,0,2,3,2,3,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.895439731330815,1.1347967816539053,0.0,0.9999999996274231,1,1,0,0,1,8.348537825386098,1,0,1,1,1,0,3,1,2,6,2,0,5,2,1,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.90260454988255,0.12270118900059677,0.0,0.9999999925172105,0,0,1,1,0,6.452048954437226,1,0,1,1,1,0,0,3,2,3,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.071291287969602,0.11120785293993736,0.0,0.9999999936860715,0,0,0,0,0,6.302618975744905,1,0,1,1,1,0,1,3,2,5,0,0,2,0,3,0
7,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,7.015245525153088,1.0934646497410039,0.0,0.9999999991011074,1,1,0,0,0,6.675823221634848,1,0,1,1,1,0,0,1,2,6,2,0,2,0,1,0
8,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,4.400848388914469,0.033846865213644675,0.0,0.9999999875807255,0,0,1,1,0,3.0633909220278057,0,0,1,1,1,0,3,3,2,3,0,0,2,0,3,0
8,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,3.9041924263129575,0.04073202000988763,0.0,0.9999999794281017,0,0,1,1,0,7.2254814727822945,1,0,1,1,1,0,3,3,0,4,0,0,2,0,3,0
8,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.770007073565429,0.16571158902447247,0.0,0.9999999968705013,1,1,0,0,0,6.645090969505644,1,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
8,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,5.433852999340729,0.16473061419097568,0.0,0.9999999956146122,1,1,0,0,0,2.0149030205422647,0,0,1,1,1,0,3,1,2,6,2,0,2,0,1,0
8,0,0,1,-1.0,0,0,1,1,1,1,1,0.0,6.070529854204233,0.1876311410958726,0.0,0.9999999976847028,0,0,1,1,1,9.254165851516213,1,0,1,1,1,0,2,0,2,3,0,0,3,3,0,0
